item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"The Starless Crown","James Rollins",James,Rollins,9781250334572,1250334578,"An alliance embarks on a dangerous journey to uncover the secrets of the distant past and save their world in this captivating, deeply visionary adventure from #1 New York Times bestselling thriller-master James Rollins. A gifted student foretells an apocalypse. Her reward is a sentence of death. Fleeing into the unknown she is drawn into a team of outcasts: A broken soldier, who once again takes up the weapons he's forbidden to wield and carves a trail back home. A drunken prince, who steps out from his beloved brother's shadow and claims a purpose of his own. An imprisoned thief, who escapes the crushing dark and discovers a gleaming artifact - one that will ignite a power struggle across the globe. On the run, hunted by enemies old and new, they must learn to trust each other in order to survive in a world evolved in strange, beautiful, and deadly ways, and uncover ancient secrets that hold the key to their salvation. But with each passing moment, doom draws closer. WHO WILL CLAIM THE STARLESS CROWN?","Tom Doherty Associates, LLC",2023-12-26,,,,,720,,,,,,,,,,,,,2025-06-13,1
book,"In the Blood","Lisa Unger",Lisa,Unger,9781471111457,1471111458,"Goodreads Choice Awards Nominee for Best Book of 2014, Amazon Best Book of the Month, Sun Sentinel Best Mystery Novels of 2014, Suspense Magazine Best Books of 2014 and Indie Next pick!Liar, liar, pants on fire . . . College senior Lana Granger has told so many lies about her past that the truth seems like a distant, cloudy nightmare. But she meets her match when she begins babysitting for a volatile, manipulative eleven-year-old boy. Soon after Lana takes the job, her close friend Beck mysteriously disappears. Lana instantly begins fabricating stories - to friends, to police, to herself. Why doesn't her account jibe with those of eye-witnesses? Lana will do anything to bury the truth about that night ... and about her life. But someone else knows her secrets. And he's dying to tell.As darkly startling and finely crafted as her blockbuster bestseller Beautiful Lies, Lisa Unger's masterful new psychological thriller is packed with no-holds-barred raw power.","Simon &amp; Schuster Ltd",2014-02-13,,"adrian st",,,432,,,,,,,,,,,,,2025-06-13,1
book,"Impressions d'Afrique (French Edition)","Raymond Roussel",Raymond,Roussel,9782080712325,2080712322,,Flammarion,2005-01-01,,"adrian st",,,,,,,,,,,,,,,,2025-06-13,1
book,"The Girl With the Dragon Tattoo","Stieg Larsson",Stieg,Larsson,9780307454546,,"A spellbinding amalgam of murder mystery, family saga, love story, and financial intrigue.... It's about the disappearance 40 years ago of Harriet Vanger, a young scion of one of the wealthiest families in Sweden...and about her octogenarian uncle, determined to know the truth about what he believes was her murder. It's about Mikael Blomkvist, a crusading journalist recently at the wrong end of a libel case, hired to get to the bottom of Harriet's disappearance...and about Lisbeth Salander, a 24-year-old, pierced and tattooed genius hacker possessed of the hard-earned wisdom of someone twice her age, who assists Blomkvist with the investigation. This unlikely team discovers a vein of nearly unfathomable iniquity running through the Vanger family, astonishing corruption in the highest echelons of Swedish industrialism - and an unexpected connection between themselves.","Vintage Books",2009-06-23,,"adrian st",,,600,,,,,,,,,,,,,2025-06-13,1
book,"One Day in December: A Novel","Josie Silver",Josie,Silver,9780525574682,0525574689,"“Josie Silver writes with a warmth so palpable her characters sneak their way into your heart and stay for a long time.”—Jill Santopolo, New York Times-bestselling author of The Light We Lost (a Reese Witherspoon Book Club Pick)Two people. Ten chances. One unforgettable love story.Laurie is pretty sure love at first sight doesn't exist anywhere but the movies. But then, through a misted-up bus window one snowy December day, she sees a man who she knows instantly is the one. Their eyes meet, there's a moment of pure magic...and then her bus drives away. Certain they're fated to find each other again, Laurie spends a year scanning every bus stop and cafe in London for him. But she doesn't find him, not when it matters anyway. Instead they ""reunite"" at a Christmas party, when her best friend Sarah giddily introduces her new boyfriend to Laurie. It's Jack, the man from the bus. It would be. What follows for Laurie, Sarah and Jack is ten years of friendship, heartbreak, missed opportunities, roads not taken, and destinies reconsidered. One Day in December is a joyous, heartwarming and immensely moving love story to escape into and a reminder that fate takes inexplicable turns along the route to happiness.","Broadway Books",2018-10-16,,,,,416,,,,,,,,,,,,,2025-06-13,1
book,"Hope for the Autism Spectrum: A Mother and Son Journey of Insight and Biomedical Intervention","Sally Kirk",Sally,Kirk,9781849058247,1849058245,"When Sally Kirk's son, Will, was diagnosed with an Autism Spectrum Disorder (ASD), she did everything she could to understand his condition and to find ways of improving his quality of life. In this book, Sally shares the story of her journey with Will and how her discovery of biomedical interventions significantly improved his behaviour and changed their lives for the better.Based on personal experience and extensive biomedical research, the book shows how important it is to understand both the child's mind and body, and explores how, when underlying physical problems are treated, brain function and troublesome behaviors often improve. It describes in depth the most common physical problems for those on the autism spectrum and the variety of treatments available such as minimizing exposure to heavy metals and toxins, alterations in diet, and use of vaccinations.This positive, practical book tells a personal story of hope and provides a wealth of essential information on biomedical interventions for parents of children on the autism spectrum. It will also be a useful resource for therapists, medical professionals and adults with autism-spectrum diagnoses.","Jessica Kingsley Publishers",2010-05-15,,"adrian st",,,432,,,,,,,,,,,,,2025-06-13,1
book,"Into the Water: A Novel","Paula Hawkins",Paula,Hawkins,9780735211223,0735211221,"#1 NEW YORK TIMES BESTSELLERGOODREADS CHOICE AWARD WINNER FOR MYSTERY/THRILLERAn addictive new novel of psychological suspense from the author of #1 New York Times bestseller and global phenomenon The Girl on the Train. The perfect gift for Mother's Day.“Hawkins is at the forefront of a group of female authors—think Gillian Flynn and Megan Abbott—who have reinvigorated the literary suspense novel by tapping a rich vein of psychological menace and social unease… there’s a certain solace to a dark escape, in the promise of submerged truths coming to light.” —Vogue A single mother turns up dead at the bottom of the river that runs through town. Earlier in the summer, a vulnerable teenage girl met the same fate. They are not the first women lost to these dark waters, but their deaths disturb the river and its history, dredging up secrets long submerged.   Left behind is a lonely fifteen-year-old girl. Parentless and friendless, she now finds herself in the care of her mother's sister, a fearful stranger who has been dragged back to the place she deliberately ran from—a place to which she vowed she'd never return.   With the same propulsive writing and acute understanding of human instincts that captivated millions of readers around the world in her explosive debut thriller, The Girl on the Train, Paula Hawkins delivers an urgent, twisting, deeply satisfying read that hinges on the deceptiveness of emotion and memory, as well as the devastating ways that the past can reach a long arm into the present.   Beware a calm surface—you never know what lies beneath.","Riverhead Books",2018-05-01,,,,,400,,,,,,,,,,,,,2025-06-13,1
book,"ESL/EFL Teaching: Principles for Success","Yvonne Freeman, David E. Freeman, Ann Ebe",Yvonne,Freeman,9780325000794,0325000794,"With ESL/EFL Teaching,Yvonne and David Freeman provide an expanded and updated revision of Whole Language for Second Language Learners. As in the original edition, the authors provide a readable explanation of second language teaching methodology supported by numerous classroom examples. In addition, the new edition includes detailed discussions and examples of EFL (English as a Foreign Language) teaching as well as many scenarios from ESL (English as a Second Language) classes. Throughout the new edition, which contains almost 50 percent new material, the emphasis is on teaching language through meaningful content. The Freemans contend that teaching practices based on sound principles are essential for English language learners. To set the stage for the principles, the authors provide an overview of orientations that ESL/EFL teachers have taken. They describe well-known language teaching methods that fit each orientation and then present the orientation that is most consistent with principles that lead to success. Each of the subsequent chapters develops these principles in detail. Major features of the book include: a readable discussion of orientations to language teaching and a description of traditional methods that have been used to teach a second or foreign language; recent research in ESL/EFL teaching and bilingual education; rich classroom scenarios taken from real classrooms; helpful charts, checklists, and lesson ideas for teachers to use in planning and evaluation; detailed descriptions of thematic teaching in ESL/EFL classrooms at different grade levels including bibliographies of relevant literature; and clear explanations of content-based approaches including sheltered English, ELD, and SDAIE.",Heinemann,1998-08-31,,"adrian st",,,292,,,,,,,,,,,,,2025-06-13,1
